ต. โพนทอง อ. เรณูนคร จ. นครพนม,"T. Phon Thong, A. Renu Nakhon, Changwat Nakhon Phanom",อ. เรณูนคร,T. Renu Nakhon,17.068,104.697,จ. นครพนม,Changwat Nakhon Phanom,ต. โพนทอง,A. Phon Thong
ต. ห้วยคันแหลน อ. วิเศษชัยชาญ จ. อ่างทอง,"T. Huai Khan Laen, A. Wiset Chai Chan, Changwat Ang Thong",อ. วิเศษชัยชาญ,T. Wiset Chai Chan,14.555,100.294,จ. อ่างทอง,Changwat Ang Thong,ต. ห้วยคันแหลน,A. Huai Khan Laen
ต. ศรีนาวา อ. เมืองนครนายก จ. นครนายก,"T. Si Nawa, A. Mueang Nakhon Nayok, Changwat Nakhon Nayok",อ. เมืองนครนายก,T. Mueang Nakhon Nayok,14.209,101.267,จ. นครนายก,Changwat Nakhon Nayok,ต. ศรีนาวา,A. Si Nawa
ต. ศรีบุญเรือง อ. ชนบท จ. ขอนแก่น,"T. Si Bun Rueang, A. Chonnabot, Changwat Khon Kaen",อ. ชนบท,T. Chonnabot,16.115,102.623,จ. ขอนแก่น,Changwat Khon Kaen,ต. ศรีบุญเรือง,A. Si Bun Rueang
ต. บ้านหม้อ อ. พรหมบุรี จ. สิงห์บุรี,"T. Ban Mo, A. Phrom Buri, Changwat Sing Buri",อ. พรหมบุรี,T. Phrom Buri,14.746,100.461,จ. สิงห์บุรี,Changwat Sing Buri,ต. บ้านหม้อ,A. Ban Mo
ต. หนองใหญ่ อ. ศรีสมเด็จ จ. ร้อยเอ็ด,"T. Nong Yai, A. Si Somdet, Changwat Roi Et",อ. ศรีสมเด็จ,T. Si Somdet,16.044,103.541,จ. ร้อยเอ็ด,Changwat Roi Et,ต. หนองใหญ่,A. Nong Yai
ต. หนองลาด อ. วาริชภูมิ จ. สกลนคร,"T. Nong Lat, A. Waritchaphum, Changwat Sakon Nakhon",อ. วาริชภูมิ,T. Waritchaphum,17.319,103.543,จ. สกลนคร,Changwat Sakon Nakhon,ต. หนองลาด,A. Nong Lat
ต. ต้นโพธิ์ อ. เมืองสิงห์บุรี จ. สิงห์บุรี,"T. Ton Pho, A. Mueang Sing Buri, Changwat Sing Buri",อ. เมืองสิงห์บุรี,T. Mueang Sing Buri,14.869,100.398,จ. สิงห์บุรี,Changwat Sing Buri,ต. ต้นโพธิ์,A. Ton Pho
ต. ทุ่งบุหลัง อ. ทุ่งหว้า จ. สตูล,"T. Thung Bulang, A. Thung Wa, Changwat Satun",อ. ทุ่งหว้า,T. Thung Wa,7.047,99.692,จ. สตูล,Changwat Satun,ต. ทุ่งบุหลัง,A. Thung Bulang
ต. คู้ลำพัน อ. ศรีมโหสถ จ. ปราจีนบุรี,"T. Khu Lam Phan, A. Si Mahosot, Changwat Prachin Buri",อ. ศรีมโหสถ,T. Si Mahosot,13.926,101.41,จ. ปราจีนบุรี,Changwat Prachin Buri,ต. คู้ลำพัน,A. Khu Lam Phan
ต. ป่าตัน อ. แม่ทะ จ. ลำปาง,"T. Pa Tan, A. Mae Tha, Changwat Lampang",อ. แม่ทะ,T. Mae Tha,18.122,99.477,จ. ลำปาง,Changwat Lampang,ต. ป่าตัน,A. Pa Tan
ต. อุโมงค์ อ. เมืองลำพูน จ. ลำพูน,"T. Umong, A. Mueang Lamphun, Changwat Lamphun",อ. เมืองลำพูน,T. Mueang Lamphun,18.648,99.042,จ. ลำพูน,Changwat Lamphun,ต. อุโมงค์,A. Umong
ต. มารวิชัย อ. เสนา จ. พระนครศรีอยุธยา,"T. Manwichai, A. Sena, Changwat Phra Nakhon Si Ayutthaya",อ. เสนา,T. Sena,14.24,100.371,จ. พระนครศรีอยุธยา,Changwat Phra Nakhon Si Ayutthaya,ต. มารวิชัย,A. Manwichai
ต. ทัพหลวง อ. เมืองนครปฐม จ. นครปฐม,Thap Luang Mueang Nakhon Pathom Changwat Nakhon Pathom,อ. เมืองนครปฐม,Mueang Nakhon Pathom,13.878,100.021,จ. นครปฐม,Changwat Nakhon Pathom,ต. ทัพหลวง,Thap Luang
ต. บางระจัน อ. ค่ายบางระจัน จ. สิงห์บุรี,"T. Bang Rachan, A. Khai Bang Rachan, Changwat Sing Buri",อ. ค่ายบางระจัน,T. Khai Bang Rachan,14.799,100.296,จ. สิงห์บุรี,Changwat Sing Buri,ต. บางระจัน,A. Bang Rachan
ต. ม่วงเตี้ย อ. แม่ลาน จ. ปัตตานี,"T. Muang Tia, A. Mae Lan, Changwat Pattani",อ. แม่ลาน,T. Mae Lan,6.677,101.266,จ. ปัตตานี,Changwat Pattani,ต. ม่วงเตี้ย,A. Muang Tia
ต. เทศบาลบางปู อ. เมืองสมุทรปราการ จ. สมุทรปราการ,"T. Bang Pu, A. Mueang Samut Prakan, Changwat Samut Prakan",อ. เมืองสมุทรปราการ,T. Mueang Samut Prakan,13.51,100.751,จ. สมุทรปราการ,Changwat Samut Prakan,ต. เทศบาลบางปู,A. Bang Pu
ต. บ้านหีบ อ. อุทัย จ. พระนครศรีอยุธยา,"T. Ban Hip, A. Uthai, Changwat Phra Nakhon Si Ayutthaya",อ. อุทัย,T. Uthai,14.372,100.712,จ. พระนครศรีอยุธยา,Changwat Phra Nakhon Si Ayutthaya,ต. บ้านหีบ,A. Ban Hip
ต. คลองฉนาก อ. เมืองสุราษฎร์ธานี จ. สุราษฎร์ธานี,"T. Khlong Chanak, A. Mueang Surat Thani, Changwat Surat Thani",อ. เมืองสุราษฎร์ธานี,T. Mueang Surat Thani,9.191,99.351,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. คลองฉนาก,A. Khlong Chanak
ต. นาดูน อ. นาดูน จ. มหาสารคาม,"T. Na Dun, A. Na Dun, Changwat Maha Sarakham",อ. นาดูน,T. Na Dun,15.738,103.205,จ. มหาสารคาม,Changwat Maha Sarakham,ต. นาดูน,A. Na Dun
ต. เปือยน้อย อ. เปือยน้อย จ. ขอนแก่น,"T. Pueai Noi, A. Pueai Noi, Changwat Khon Kaen",อ. เปือยน้อย,T. Pueai Noi,15.879,102.904,จ. ขอนแก่น,Changwat Khon Kaen,ต. เปือยน้อย,A. Pueai Noi
ต. เอราวัณ อ. แว้ง จ. นราธิวาส,"T. Erawan, A. Waeng, Changwat Narathiwat",อ. แว้ง,T. Waeng,5.973,101.842,จ. นราธิวาส,Changwat Narathiwat,ต. เอราวัณ,A. Erawan
ต. ย่านยาว อ. เมืองพิจิตร จ. พิจิตร,,อ. เมืองพิจิตร,,16.507,100.268,จ. พิจิตร,,ต. ย่านยาว,
ต. คำเนียม อ. กันทรารมย์ จ. ศรีสะเกษ,"T. Kham Niam, A. Kanthararom, Changwat Sisaket",อ. กันทรารมย์,T. Kanthararom,15.066,104.583,จ. ศรีสะเกษ,Changwat Sisaket,ต. คำเนียม,A. Kham Niam
ต. โนนแดง อ. โนนศิลา จ. ขอนแก่น,Non Daeng Amphoe Non Sila Changwat Khon Kaen,อ. โนนศิลา,Amphoe Non Sila,16.005,102.687,จ. ขอนแก่น,Changwat Khon Kaen,ต. โนนแดง,Non Daeng
ต. โพธิ์ทอง อ. ท่าศาลา จ. นครศรีธรรมราช,"T. Pho Thong, A. Tha Sala, Changwat Nakhon Si Thammarat",อ. ท่าศาลา,T. Tha Sala,8.613,99.923,จ. นครศรีธรรมราช,Changwat Nakhon Si Thammarat,ต. โพธิ์ทอง,A. Pho Thong
ต. ลำชี อ. ฆ้องชัย จ. กาฬสินธุ์,"T. Lam Chi, A. Khong Chai, Changwat Kalasin",อ. ฆ้องชัย,T. Khong Chai,16.321,103.493,จ. กาฬสินธุ์,Changwat Kalasin,ต. ลำชี,A. Lam Chi
ต. หนองศาลา อ. ชะอำ จ. เพชรบุรี,Nong Sala Cha-am Changwat Phetchaburi,อ. ชะอำ,Cha-am,12.891,99.971,จ. เพชรบุรี,Changwat Phetchaburi,ต. หนองศาลา,Nong Sala
ต. ปากแพรก อ. สวี จ. ชุมพร,"T. Pak Phraek, A. Sawi, Changwat Chumphon",อ. สวี,T. Sawi,10.291,99.148,จ. ชุมพร,Changwat Chumphon,ต. ปากแพรก,A. Pak Phraek
ต. นกออก อ. ปักธงชัย จ. นครราชสีมา,"T. Nok Ok, A. Pak Thong Chai, Changwat Nakhon Ratchasima",อ. ปักธงชัย,T. Pak Thong Chai,14.686,102.036,จ. นครราชสีมา,Changwat Nakhon Ratchasima,ต. นกออก,A. Nok Ok
ต. บ้านกล้วย อ. เมืองชัยนาท จ. ชัยนาท,"T. Ban Kluai, A. Mueang Chai Nat, Changwat Chai Nat",อ. เมืองชัยนาท,T. Mueang Chai Nat,15.182,100.153,จ. ชัยนาท,Changwat Chai Nat,ต. บ้านกล้วย,A. Ban Kluai
ต. พยุหะ อ. พยุหะคีรี จ. นครสวรรค์,"T. Phayuha, A. Phayuha Khiri, Changwat Nakhon Sawan",อ. พยุหะคีรี,T. Phayuha Khiri,15.455,100.145,จ. นครสวรรค์,Changwat Nakhon Sawan,ต. พยุหะ,A. Phayuha
ต. แม่สาย อ. แม่สาย จ. เชียงราย,"T. Mae Sai, A. Mae Sai, Changwat Chiang Rai",อ. แม่สาย,T. Mae Sai,20.431,99.913,จ. เชียงราย,Changwat Chiang Rai,ต. แม่สาย,A. Mae Sai
ต. สวนหลวง อ. กระทุ่มแบน จ. สมุทรสาคร,"T. Suan Luang, A. Krathum Baen, Changwat Samut Sakhon",อ. กระทุ่มแบน,T. Krathum Baen,13.671,100.323,จ. สมุทรสาคร,Changwat Samut Sakhon,ต. สวนหลวง,A. Suan Luang
ต. ออนกลาง อ. แม่ออน จ. เชียงใหม่,"T. On Klang, A. Mae On, Changwat Chiang Mai",อ. แม่ออน,T. Mae On,18.758,99.263,จ. เชียงใหม่,Changwat Chiang Mai,ต. ออนกลาง,A. On Klang
ต. เสียว อ. โพธิ์ศรีสุวรรณ จ. ศรีสะเกษ,"T. Siao, A. Pho Si Suwan, Changwat Sisaket",อ. โพธิ์ศรีสุวรรณ,T. Pho Si Suwan,15.251,104.043,จ. ศรีสะเกษ,Changwat Sisaket,ต. เสียว,A. Siao
ต. ยางม่วง อ. ท่ามะกา จ. กาญจนบุรี,"T. Yang Muang, A. Tha Maka, Changwat Kanchanaburi",อ. ท่ามะกา,T. Tha Maka,13.921,99.834,จ. กาญจนบุรี,Changwat Kanchanaburi,ต. ยางม่วง,A. Yang Muang
ต. ทับสะแก อ. ทับสะแก จ. ประจวบคีรีขันธ์,"T. Thap Sakae, A. Thap Sakae, Changwat Prachuap Khiri Khan",อ. ทับสะแก,T. Thap Sakae,11.516,99.627,จ. ประจวบคีรีขันธ์,Changwat Prachuap Khiri Khan,ต. ทับสะแก,A. Thap Sakae
ต. หลักแก้ว อ. วิเศษชัยชาญ จ. อ่างทอง,"T. Lak Kaeo, A. Wiset Chai Chan, Changwat Ang Thong",อ. วิเศษชัยชาญ,T. Wiset Chai Chan,14.517,100.289,จ. อ่างทอง,Changwat Ang Thong,ต. หลักแก้ว,A. Lak Kaeo
ต. บ้านพราน อ. แสวงหา จ. อ่างทอง,"T. Ban Phran, A. Sawaeng Ha, Changwat Ang Thong",อ. แสวงหา,T. Sawaeng Ha,14.709,100.306,จ. อ่างทอง,Changwat Ang Thong,ต. บ้านพราน,A. Ban Phran
ต. เมืองทอง อ. เมืองร้อยเอ็ด จ. ร้อยเอ็ด,"T. Mueang Thong, A. Mueang Roi Et, Changwat Roi Et",อ. เมืองร้อยเอ็ด,T. Mueang Roi Et,15.932,103.591,จ. ร้อยเอ็ด,Changwat Roi Et,ต. เมืองทอง,A. Mueang Thong
ต. ประชาธิปัตย์ อ. ธัญบุรี จ. ปทุมธานี,"T. Prachathipat, A. Thanyaburi, Changwat Pathum Thani",อ. ธัญบุรี,T. Thanyaburi,13.987,100.632,จ. ปทุมธานี,Changwat Pathum Thani,ต. ประชาธิปัตย์,A. Prachathipat
ต. บางพระหลวง อ. เมืองนครสวรรค์ จ. นครสวรรค์,"T. Bang Phra Luang, A. Mueang Nakhon Sawan, Changwat Nakhon Sawan",อ. เมืองนครสวรรค์,T. Mueang Nakhon Sawan,15.771,100.188,จ. นครสวรรค์,Changwat Nakhon Sawan,ต. บางพระหลวง,A. Bang Phra Luang
ต. บ้านกู่ อ. ยางสีสุราช จ. มหาสารคาม,"T. Ban Ku, A. Yang Sisurat, Changwat Maha Sarakham",อ. ยางสีสุราช,T. Yang Sisurat,15.686,103.136,จ. มหาสารคาม,Changwat Maha Sarakham,ต. บ้านกู่,A. Ban Ku
ต. บ้านใหม่ อ. ปากพนัง จ. นครศรีธรรมราช,"T. Ban Mai, A. Pak Phanang, Changwat Nakhon Si Thammarat",อ. ปากพนัง,T. Pak Phanang,8.277,100.154,จ. นครศรีธรรมราช,Changwat Nakhon Si Thammarat,ต. บ้านใหม่,A. Ban Mai
ต. ลำใหม่ อ. เมืองยะลา จ. ยะลา,"T. Lam Mai, A. Mueang Yala, Changwat Yala",อ. เมืองยะลา,T. Mueang Yala,6.583,101.205,จ. ยะลา,Changwat Yala,ต. ลำใหม่,A. Lam Mai
ต. ขี้เหล็ก อ. อาจสามารถ จ. ร้อยเอ็ด,"T. Khilek, A. At Samat, Changwat Roi Et",อ. อาจสามารถ,T. At Samat,15.903,103.791,จ. ร้อยเอ็ด,Changwat Roi Et,ต. ขี้เหล็ก,A. Khilek
ต. ห้วยกะปิ อ. เมืองชลบุรี จ. ชลบุรี,"T. Huai Kapi, A. Mueang Chonburi, Changwat Chonburi",อ. เมืองชลบุรี,T. Mueang Chonburi,13.304,100.968,จ. ชลบุรี,Changwat Chonburi,ต. ห้วยกะปิ,A. Huai Kapi
ต. แหลมผักเบี้ย อ. บ้านแหลม จ. เพชรบุรี,"T. Laem Phak Bia, A. Ban Laem, Changwat Phetchaburi",อ. บ้านแหลม,T. Ban Laem,13.044,100.076,จ. เพชรบุรี,Changwat Phetchaburi,ต. แหลมผักเบี้ย,A. Laem Phak Bia
ต. ม่วงงาม อ. สิงหนคร จ. สงขลา,"T. Muang Ngam, A. Singhanakhon, Changwat Songkhla",อ. สิงหนคร,T. Singhanakhon,7.347,100.476,จ. สงขลา,Changwat Songkhla,ต. ม่วงงาม,A. Muang Ngam
ต. ดงเจริญ อ. คำเขื่อนแก้ว จ. ยโสธร,Dong Charoen Kham Khuean Kaeo Changwat Yasothon,อ. คำเขื่อนแก้ว,Kham Khuean Kaeo,15.698,104.292,จ. ยโสธร,Changwat Yasothon,ต. ดงเจริญ,Dong Charoen
ต. ท่างาม อ. อินทร์บุรี จ. สิงห์บุรี,"T. Tha Ngam, A. In Buri, Changwat Sing Buri",อ. อินทร์บุรี,T. In Buri,15.041,100.343,จ. สิงห์บุรี,Changwat Sing Buri,ต. ท่างาม,A. Tha Ngam
ต. ดอนเมย อ. เมืองอำนาจเจริญ จ. อำนาจเจริญ,"T. Don Moei, A. Mueang Amnat Charoen, Changwat Amnat Charoen",อ. เมืองอำนาจเจริญ,T. Mueang Amnat Charoen,15.823,104.562,จ. อำนาจเจริญ,Changwat Amnat Charoen,ต. ดอนเมย,A. Don Moei
ต. หนองไผ่ อ. หนองขาหย่าง จ. อุทัยธานี,"T. Nong Phai, A. Nong Khayang, Changwat Uthai Thani",อ. หนองขาหย่าง,T. Nong Khayang,15.341,99.902,จ. อุทัยธานี,Changwat Uthai Thani,ต. หนองไผ่,A. Nong Phai
ต. ลำลูกบัว อ. ดอนตูม จ. นครปฐม,"T. Lam Luk Bua, A. Don Tum, Changwat Nakhon Pathom",อ. ดอนตูม,T. Don Tum,14.024,100.074,จ. นครปฐม,Changwat Nakhon Pathom,ต. ลำลูกบัว,A. Lam Luk Bua
แขวง ทุ่งครุ เขต ทุ่งครุ กรุงเทพมหานคร,"T. Thung Khru, A. Thung Khru, Changwat Bangkok",เขต ทุ่งครุ,T. Thung Khru,13.614,100.497,กรุงเทพมหานคร,Changwat Bangkok,แขวง ทุ่งครุ,A. Thung Khru
ต. ท่ามะกา อ. ท่ามะกา จ. กาญจนบุรี,"T. Tha Maka, A. Tha Maka, Changwat Kanchanaburi",อ. ท่ามะกา,T. Tha Maka,13.93,99.779,จ. กาญจนบุรี,Changwat Kanchanaburi,ต. ท่ามะกา,A. Tha Maka
ต. หัวปลวก อ. เสาไห้ จ. สระบุรี,"T. Hua Pluak, A. Sao Hai, Changwat Saraburi",อ. เสาไห้,T. Sao Hai,14.615,100.844,จ. สระบุรี,Changwat Saraburi,ต. หัวปลวก,A. Hua Pluak
แขวง โคกแฝด เขต หนองจอก กรุงเทพมหานคร,"T. Khok Faet, A. Nong Chok, Changwat Bangkok",เขต หนองจอก,T. Nong Chok,13.84,100.836,กรุงเทพมหานคร,Changwat Bangkok,แขวง โคกแฝด,A. Khok Faet
ต. โตนดด้วน อ. ควนขนุน จ. พัทลุง,"T. Tanot Duan, A. Khuan Khanun, Changwat Phatthalung",อ. ควนขนุน,T. Khuan Khanun,7.718,100.036,จ. พัทลุง,Changwat Phatthalung,ต. โตนดด้วน,A. Tanot Duan
ต. ปะโด อ. มายอ จ. ปัตตานี,"T. Pado, A. Mayo, Changwat Pattani",อ. มายอ,T. Mayo,6.666,101.359,จ. ปัตตานี,Changwat Pattani,ต. ปะโด,A. Pado
ต. ดอนทราย อ. ควนขนุน จ. พัทลุง,"T. Don Sai, A. Khuan Khanun, Changwat Phatthalung",อ. ควนขนุน,T. Khuan Khanun,7.716,99.975,จ. พัทลุง,Changwat Phatthalung,ต. ดอนทราย,A. Don Sai
ต. หนองสองห้อง อ. บ้านแพ้ว จ. สมุทรสาคร,"T. Nong Song Hong, A. Ban Phaeo, Changwat Samut Sakhon",อ. บ้านแพ้ว,T. Ban Phaeo,13.581,100.065,จ. สมุทรสาคร,Changwat Samut Sakhon,ต. หนองสองห้อง,A. Nong Song Hong
ต. บ้านซ่าน อ. ศรีสำโรง จ. สุโขทัย,"T. Ban San, A. Si Samrong, Changwat Sukhothai",อ. ศรีสำโรง,T. Si Samrong,17.203,99.77,จ. สุโขทัย,Changwat Sukhothai,ต. บ้านซ่าน,A. Ban San
ต. บางแม่นาง อ. บางใหญ่ จ. นนทบุรี,"T. Bang Mae Nang, A. Bang Yai, Changwat Nonthaburi",อ. บางใหญ่,T. Bang Yai,13.868,100.381,จ. นนทบุรี,Changwat Nonthaburi,ต. บางแม่นาง,A. Bang Mae Nang
ต. เทพคีรี อ. นาวัง จ. หนองบัวลำภู,"T. Thep Khiri, A. Na Wang, Changwat Nong Bua Lamphu",อ. นาวัง,T. Na Wang,17.308,102.117,จ. หนองบัวลำภู,Changwat Nong Bua Lamphu,ต. เทพคีรี,A. Thep Khiri
ต. ท่าตุ้ม อ. ป่าซาง จ. ลำพูน,"T. Tha Tum, A. Pa Sang, Changwat Lamphun",อ. ป่าซาง,T. Pa Sang,18.478,98.873,จ. ลำพูน,Changwat Lamphun,ต. ท่าตุ้ม,A. Tha Tum
ต. มะนังดาลำ อ. สายบุรี จ. ปัตตานี,"T. Manang Dalam, A. Sai Buri, Changwat Pattani",อ. สายบุรี,T. Sai Buri,6.649,101.599,จ. ปัตตานี,Changwat Pattani,ต. มะนังดาลำ,A. Manang Dalam
ต. บางโพธิ์ อ. เมืองสุราษฎร์ธานี จ. สุราษฎร์ธานี,"T. Bang Pho, A. Mueang Surat Thani, Changwat Surat Thani",อ. เมืองสุราษฎร์ธานี,T. Mueang Surat Thani,9.185,99.278,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. บางโพธิ์,A. Bang Pho
ต. ท่าตูม อ. แก่งคอย จ. สระบุรี,"T. Tha Tum, A. Kaeng Khoi, Changwat Saraburi",อ. แก่งคอย,T. Kaeng Khoi,14.662,100.993,จ. สระบุรี,Changwat Saraburi,ต. ท่าตูม,A. Tha Tum
ต. ท่าวังผา อ. ท่าวังผา จ. น่าน,"T. Tha Wang Pha, A. Tha Wang Pha, Changwat Nan",อ. ท่าวังผา,T. Tha Wang Pha,19.128,100.831,จ. น่าน,Changwat Nan,ต. ท่าวังผา,A. Tha Wang Pha
ต. ปากพนังฝั่งตะวันตก อ. ปากพนัง จ. นครศรีธรรมราช,"T. Pak Phanang Fang Tawan Tok, A. Pak Phanang, Changwat Nakhon Si Thammarat",อ. ปากพนัง,T. Pak Phanang,8.36,100.165,จ. นครศรีธรรมราช,Changwat Nakhon Si Thammarat,ต. ปากพนังฝั่งตะวันตก,A. Pak Phanang Fang Tawan Tok
ต. ก้อนแก้ว อ. คลองเขื่อน จ. ฉะเชิงเทรา,"T. Kon Kaeo, A. Khlong Khuean, Changwat Chachoengsao",อ. คลองเขื่อน,T. Khlong Khuean,13.765,101.136,จ. ฉะเชิงเทรา,Changwat Chachoengsao,ต. ก้อนแก้ว,A. Kon Kaeo
ต. โพนยาง อ. วังหิน จ. ศรีสะเกษ,"T. Phon Yang, A. Wang Hin, Changwat Sisaket",อ. วังหิน,T. Wang Hin,14.926,104.204,จ. ศรีสะเกษ,Changwat Sisaket,ต. โพนยาง,A. Phon Yang
ต. แช่ช้าง อ. สันกำแพง จ. เชียงใหม่,"T. Chae Chang, A. San Kamphaeng, Changwat Chiang Mai",อ. สันกำแพง,T. San Kamphaeng,18.722,99.154,จ. เชียงใหม่,Changwat Chiang Mai,ต. แช่ช้าง,A. Chae Chang
ต. ดอนตาล อ. เมืองสุพรรณบุรี จ. สุพรรณบุรี,"T. Don Tan, A. Mueang Suphanburi, Changwat Suphan Buri",อ. เมืองสุพรรณบุรี,T. Mueang Suphanburi,14.49,100.208,จ. สุพรรณบุรี,Changwat Suphan Buri,ต. ดอนตาล,A. Don Tan
ต. สามเรือน อ. ศรีสำโรง จ. สุโขทัย,"T. Sam Ruean, A. Si Samrong, Changwat Sukhothai",อ. ศรีสำโรง,T. Si Samrong,17.183,99.872,จ. สุโขทัย,Changwat Sukhothai,ต. สามเรือน,A. Sam Ruean
ต. ปากเพรียว อ. เมืองสระบุรี จ. สระบุรี,"T. Pak Phriao, A. Mueang Saraburi, Changwat Saraburi",อ. เมืองสระบุรี,T. Mueang Saraburi,14.527,100.915,จ. สระบุรี,Changwat Saraburi,ต. ปากเพรียว,A. Pak Phriao
ต. ท่าเสม็ด อ. ชะอวด จ. นครศรีธรรมราช,"T. Tha Samet, A. Cha-uat, Changwat Nakhon Si Thammarat",อ. ชะอวด,T. Cha-uat,7.949,100.017,จ. นครศรีธรรมราช,Changwat Nakhon Si Thammarat,ต. ท่าเสม็ด,A. Tha Samet
ต. ห้วยใหญ่ อ. หนองบัว จ. นครสวรรค์,"T. Huai Yai, A. Nong Bua, Changwat Nakhon Sawan",อ. หนองบัว,T. Nong Bua,15.864,100.429,จ. นครสวรรค์,Changwat Nakhon Sawan,ต. ห้วยใหญ่,A. Huai Yai
ต. สีชมพู อ. นาแก จ. นครพนม,"T. Si Chomphu, A. Na Kae, Changwat Nakhon Phanom",อ. นาแก,T. Na Kae,16.918,104.575,จ. นครพนม,Changwat Nakhon Phanom,ต. สีชมพู,A. Si Chomphu
ต. หนองตาไก้ อ. โพธิ์ชัย จ. ร้อยเอ็ด,"T. Nong Ta Kai, A. Pho Chai, Changwat Roi Et",อ. โพธิ์ชัย,T. Pho Chai,16.256,103.76,จ. ร้อยเอ็ด,Changwat Roi Et,ต. หนองตาไก้,A. Nong Ta Kai
ต. ท่าทราย อ. เมืองนครนายก จ. นครนายก,"T. Tha Sai, A. Mueang Nakhon Nayok, Changwat Nakhon Nayok",อ. เมืองนครนายก,T. Mueang Nakhon Nayok,14.174,101.111,จ. นครนายก,Changwat Nakhon Nayok,ต. ท่าทราย,A. Tha Sai
ต. สามตุ่ม อ. เสนา จ. พระนครศรีอยุธยา,Sam Tum Sena Changwat Phra Nakhon Si Ayutthaya,อ. เสนา,Sena,14.24,100.406,จ. พระนครศรีอยุธยา,Changwat Phra Nakhon Si Ayutthaya,ต. สามตุ่ม,Sam Tum
ต. บางม่วง อ. เมืองนครสวรรค์ จ. นครสวรรค์,"T. Bang Muang, A. Mueang Nakhon Sawan, Changwat Nakhon Sawan",อ. เมืองนครสวรรค์,T. Mueang Nakhon Sawan,15.755,100.11,จ. นครสวรรค์,Changwat Nakhon Sawan,ต. บางม่วง,A. Bang Muang
ต. ท่าช้าง อ. เมืองนครนายก จ. นครนายก,"T. Tha Chang, A. Mueang Nakhon Nayok, Changwat Nakhon Nayok",อ. เมืองนครนายก,T. Mueang Nakhon Nayok,14.192,101.176,จ. นครนายก,Changwat Nakhon Nayok,ต. ท่าช้าง,A. Tha Chang
ต. ดู่ อ. กันทรารมย์ จ. ศรีสะเกษ,"T. Du, A. Kanthararom, Changwat Sisaket",อ. กันทรารมย์,T. Kanthararom,15.08,104.476,จ. ศรีสะเกษ,Changwat Sisaket,ต. ดู่,A. Du
ต. เมืองโพธิ์ อ. ห้วยราช จ. บุรีรัมย์,"T. Mueang Pho, A. Huai Rat, Changwat Buriram",อ. ห้วยราช,T. Huai Rat,15.042,103.268,จ. บุรีรัมย์,Changwat Buriram,ต. เมืองโพธิ์,A. Mueang Pho
ต. กุดยาลวน อ. ตระการพืชผล จ. อุบลราชธานี,"T. Kut Ya Luan, A. Trakan Phuet Phon, Changwat Ubon Ratchathani",อ. ตระการพืชผล,T. Trakan Phuet Phon,15.731,105.029,จ. อุบลราชธานี,Changwat Ubon Ratchathani,ต. กุดยาลวน,A. Kut Ya Luan
ต. จังหาร อ. จังหาร จ. ร้อยเอ็ด,"T. Changhan, A. Changhan, Changwat Roi Et",อ. จังหาร,T. Changhan,16.14,103.594,จ. ร้อยเอ็ด,Changwat Roi Et,ต. จังหาร,A. Changhan
ต. นาพันสาม อ. เมืองเพชรบุรี จ. เพชรบุรี,"T. Na Phan Sam, A. Mueang Phetchaburi, Changwat Phetchaburi",อ. เมืองเพชรบุรี,T. Mueang Phetchaburi,13.054,100.03,จ. เพชรบุรี,Changwat Phetchaburi,ต. นาพันสาม,A. Na Phan Sam
ต. นิคม อ. สหัสขันธ์ จ. กาฬสินธุ์,"T. Nikhom, A. Sahatsakhan, Changwat Kalasin",อ. สหัสขันธ์,T. Sahatsakhan,16.677,103.492,จ. กาฬสินธุ์,Changwat Kalasin,ต. นิคม,A. Nikhom
ต. บางกุ้ง อ. เมืองสุราษฎร์ธานี จ. สุราษฎร์ธานี,"T. Bang Kung, A. Mueang Surat Thani, Changwat Surat Thani",อ. เมืองสุราษฎร์ธานี,T. Mueang Surat Thani,9.159,99.36,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. บางกุ้ง,A. Bang Kung
ต. ปะเสยะวอ อ. สายบุรี จ. ปัตตานี,"T. Pase Yawo, A. Sai Buri, Changwat Pattani",อ. สายบุรี,T. Sai Buri,6.733,101.606,จ. ปัตตานี,Changwat Pattani,ต. ปะเสยะวอ,A. Pase Yawo
ต. ตลาดน้อย อ. บ้านหมอ จ. สระบุรี,"T. Talat Noi, A. Ban Mo, Changwat Saraburi",อ. บ้านหมอ,T. Ban Mo,14.643,100.716,จ. สระบุรี,Changwat Saraburi,ต. ตลาดน้อย,A. Talat Noi
ต. บ้านแอ่น อ. ดอยเต่า จ. เชียงใหม่,"T. Ban Aen, A. Doi Tao, Changwat Chiang Mai",อ. ดอยเต่า,T. Doi Tao,18.053,98.626,จ. เชียงใหม่,Changwat Chiang Mai,ต. บ้านแอ่น,A. Ban Aen
ต. น้ำดำ อ. ทุ่งยางแดง จ. ปัตตานี,"T. Nam Dam, A. Thung Yang Daeng, Changwat Pattani",อ. ทุ่งยางแดง,T. Thung Yang Daeng,6.605,101.448,จ. ปัตตานี,Changwat Pattani,ต. น้ำดำ,A. Nam Dam
